Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,253,9,T:System.Web.Http.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,252,9,M:System.Web.Http.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,252,9,T:System.Web.Http.HttpGetAttribute,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,238,8,T:System.Web.Http.IHttpActionResult,,,,,"public IHttpActionResult GetPropertyFromPackages(string propertyName, string id, string version)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,238,9,M:System.Web.Http.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,238,9,T:System.Web.Http.HttpGetAttribute,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,248,12,T:System.Web.Http.Results.BadRequestErrorMessageResult,,,,,"return BadRequest(""Querying property "" + propertyName + "" is not supported."");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,248,12,M:System.Web.Http.ApiController.BadRequest(System.String),,,,,"return BadRequest(""Querying property "" + propertyName + "" is not supported."");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,234,12,T:System.Web.Http.IHttpActionResult,,,,,"return TrackedQueryResult(options, queryable, MaxPageSize, customQuery);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,230,16,T:System.Web.Http.Results.NotFoundResult,,,,,return NotFound();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,230,16,M:System.Web.Http.ApiController.NotFound,,,,,return NotFound();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,224,16,T:System.Web.Http.Results.ResponseMessageResult,,,,,return DeprecatedRequest(Strings.ODataParametersDisabled);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,200,20,P:System.Web.Http.ApiController.Request,,,,,"return TrackedQueryResult(                          options,                          pagedQueryable,                          MaxPageSize,                          totalHits,                          (o, s, resultCount) => SearchAdaptor.GetNextLink(Request.RequestUri, resultCount, new { id }, o, s),                          customQuery);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,200,20,T:System.Uri,,,,,"return TrackedQueryResult(                          options,                          pagedQueryable,                          MaxPageSize,                          totalHits,                          (o, s, resultCount) => SearchAdaptor.GetNextLink(Request.RequestUri, resultCount, new { id }, o, s),                          customQuery);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,200,20,T:System.Uri,,,,,"return TrackedQueryResult(                          options,                          pagedQueryable,                          MaxPageSize,                          totalHits,                          (o, s, resultCount) => SearchAdaptor.GetNextLink(Request.RequestUri, resultCount, new { id }, o, s),                          customQuery);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,200,20,T:System.Web.Http.IHttpActionResult,,,,,"return TrackedQueryResult(                          options,                          pagedQueryable,                          MaxPageSize,                          totalHits,                          (o, s, resultCount) => SearchAdaptor.GetNextLink(Request.RequestUri, resultCount, new { id }, o, s),                          customQuery);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,196,20,T:System.Web.Http.OData.Query.TopQueryOption,,,,,"var pagedQueryable = packages                          .Take(options.Top != null ? Math.Min(options.Top.Value, MaxPageSize) : MaxPageSize)                          .ToV1FeedPackageQuery(GetSiteRoot());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,196,20,P:System.Web.Http.OData.Query.ODataQueryOptions.Top,,,,,"var pagedQueryable = packages                          .Take(options.Top != null ? Math.Min(options.Top.Value, MaxPageSize) : MaxPageSize)                          .ToV1FeedPackageQuery(GetSiteRoot());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,196,20,P:System.Web.Http.OData.Query.TopQueryOption.Value,,,,,"var pagedQueryable = packages                          .Take(options.Top != null ? Math.Min(options.Top.Value, MaxPageSize) : MaxPageSize)                          .ToV1FeedPackageQuery(GetSiteRoot());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,196,20,T:System.Web.Http.OData.Query.TopQueryOption,,,,,"var pagedQueryable = packages                          .Take(options.Top != null ? Math.Min(options.Top.Value, MaxPageSize) : MaxPageSize)                          .ToV1FeedPackageQuery(GetSiteRoot());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,196,20,P:System.Web.Http.OData.Query.ODataQueryOptions.Top,,,,,"var pagedQueryable = packages                          .Take(options.Top != null ? Math.Min(options.Top.Value, MaxPageSize) : MaxPageSize)                          .ToV1FeedPackageQuery(GetSiteRoot());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,193,24,T:System.Web.Http.Results.NotFoundResult,,,,,return NotFound();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,193,24,M:System.Web.Http.ApiController.NotFound,,,,,return NotFound();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,171,16,T:System.Web.HttpContextBase,,,,,"var searchAdaptorResult = await SearchAdaptor.FindByIdAndVersionCore(                      searchService,                      GetTraditionalHttpContext().Request,                      packages,                      id,                      version,                      semVerLevel: null);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,171,16,T:System.Web.HttpRequestBase,,,,,"var searchAdaptorResult = await SearchAdaptor.FindByIdAndVersionCore(                      searchService,                      GetTraditionalHttpContext().Request,                      packages,                      id,                      version,                      semVerLevel: null);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,171,16,P:System.Web.HttpContextBase.Request,,,,,"var searchAdaptorResult = await SearchAdaptor.FindByIdAndVersionCore(                      searchService,                      GetTraditionalHttpContext().Request,                      packages,                      id,                      version,                      semVerLevel: null);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,123,110,M:System.Web.Http.OData.FromODataUriAttribute.#ctor,,,,,FromODataUri
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,123,110,T:System.Web.Http.OData.FromODataUriAttribute,,,,,FromODataUri
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,122,9,M:System.Web.Http.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,122,9,T:System.Web.Http.HttpGetAttribute,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,126,12,T:System.Web.Http.IHttpActionResult,,,,,"return (await FindPackagesByIdAsync(                  options,                  id,                  _featureFlagService.IsODataV1FindPackagesByIdCountNonHijackedEnabled()))                  .FormattedAsCountResult<V1FeedPackage>();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,112,105,M:System.Web.Http.OData.FromODataUriAttribute.#ctor,,,,,FromODataUri
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,112,105,T:System.Web.Http.OData.FromODataUriAttribute,,,,,FromODataUri
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,111,9,M:System.Web.Http.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,111,9,T:System.Web.Http.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,110,9,M:System.Web.Http.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,110,9,T:System.Web.Http.HttpGetAttribute,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,96,9,M:System.Web.Http.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,96,9,T:System.Web.Http.HttpGetAttribute,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,106,12,T:System.Web.Http.IHttpActionResult,,,,,return result.FormattedAsSingleResult<V1FeedPackage>();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,65,8,T:System.Web.Http.IHttpActionResult,,,,,"private IHttpActionResult Get(ODataQueryOptions<V1FeedPackage> options, bool isNonHijackEnabled)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,92,12,T:System.Web.Http.IHttpActionResult,,,,,"return TrackedQueryResult(options, queryable, MaxPageSize, customQuery: true);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,82,16,T:System.Web.Http.Results.BadRequestErrorMessageResult,,,,,"return BadRequest(""Invalid OrderBy parameter"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,82,16,M:System.Web.Http.ApiController.BadRequest(System.String),,,,,"return BadRequest(""Invalid OrderBy parameter"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,75,16,T:System.Web.Http.Results.BadRequestErrorMessageResult,,,,,return BadRequest(ODataQueryVerifier.GetValidationFailedMessage(options));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,75,16,M:System.Web.Http.ApiController.BadRequest(System.String),,,,,return BadRequest(ODataQueryVerifier.GetValidationFailedMessage(options));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,69,16,T:System.Web.Http.Results.ResponseMessageResult,,,,,return DeprecatedRequest(Strings.ODataDisabled);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,57,8,T:System.Web.Http.IHttpActionResult,,,,,public IHttpActionResult GetCount(ODataQueryOptions<V1FeedPackage> options)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,57,9,M:System.Web.Http.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,57,9,T:System.Web.Http.HttpGetAttribute,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,61,12,T:System.Web.Http.IHttpActionResult,,,,,"return Get(options, _featureFlagService.IsODataV1GetAllCountEnabled())                  .FormattedAsCountResult<V1FeedPackage>();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,61,12,T:System.Web.Http.IHttpActionResult,,,,,"return Get(options, _featureFlagService.IsODataV1GetAllCountEnabled())                  .FormattedAsCountResult<V1FeedPackage>();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,48,8,T:System.Web.Http.IHttpActionResult,,,,,public IHttpActionResult Get(ODataQueryOptions<V1FeedPackage> options)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,49,9,M:System.Web.Http.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,49,9,T:System.Web.Http.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,48,9,M:System.Web.Http.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,48,9,T:System.Web.Http.HttpGetAttribute,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ODataV1FeedController.cs,53,12,T:System.Web.Http.IHttpActionResult,,,,,"return Get(options, _featureFlagService.IsODataV1GetAllEnabled());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,37,9,M:System.Web.Mvc.ValidateAntiForgeryTokenAttribute.#ctor,,,,,ValidateAntiForgeryToken
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,37,9,T:System.Web.Mvc.ValidateAntiForgeryTokenAttribute,,,,,ValidateAntiForgeryToken
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,36,9,M:System.Web.Mvc.HttpPostAttribute.#ctor,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,36,9,T:System.Web.Mvc.HttpPostAttribute,,,,,HttpPost
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,51,12,T:System.Web.Mvc.RedirectToRouteResult,,,,,return RedirectToAction(nameof(SearchSideBySide));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,51,12,M:System.Web.Mvc.Controller.RedirectToAction(System.String),,,,,return RedirectToAction(nameof(SearchSideBySide));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,49,12,T:System.Web.Mvc.TempDataDictionary,,,,,"TempData[""Message""] = ""Thank you for providing feedback! Feel free to try some other queries."";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,49,12,P:System.Web.Mvc.ControllerBase.TempData,,,,,"TempData[""Message""] = ""Thank you for providing feedback! Feel free to try some other queries."";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,49,12,P:System.Web.Mvc.TempDataDictionary.Item(System.String),,,,,"TempData[""Message""] = ""Thank you for providing feedback! Feel free to try some other queries."";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,46,12,T:System.Web.Mvc.UrlHelper,,,,,"var searchUrl = Url.SearchSideBySide(searchTerm: input.SearchTerm?.Trim(), relativeUrl: false);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,46,12,P:System.Web.Mvc.Controller.Url,,,,,"var searchUrl = Url.SearchSideBySide(searchTerm: input.SearchTerm?.Trim(), relativeUrl: false);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,43,16,T:System.Web.Mvc.HttpNotFoundResult,,,,,return new HttpNotFoundResult();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,43,16,M:System.Web.Mvc.HttpNotFoundResult.#ctor,,,,,return new HttpNotFoundResult();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,22,9,M:System.Web.Mvc.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,22,9,T:System.Web.Mvc.HttpGetAttribute,,,,,HttpGet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,33,12,T:System.Web.Mvc.ViewResult,,,,,return View(viewModel);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,33,12,M:System.Web.Mvc.Controller.View(System.Object),,,,,return View(viewModel);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,28,16,T:System.Web.Mvc.ViewResult,,,,,return View(new SearchSideBySideViewModel { IsDisabled = true });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Controllers\ExperimentsController.cs,28,16,M:System.Web.Mvc.Controller.View(System.Object),,,,,return View(new SearchSideBySideViewModel { IsDisabled = true });
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Configuration\SmtpUri.cs,18,8,T:System.Uri,,,,,"public SmtpUri(Uri uri)          {              Secure = uri.Scheme.Equals(""smtps"", StringComparison.OrdinalIgnoreCase);              if (!Secure && !uri.Scheme.Equals(""smtp"", StringComparison.OrdinalIgnoreCase))              {                  throw new FormatException(""Invalid SMTP URL"");              }                var m = UserInfoParser.Match(uri.UserInfo);              if (m.Success)              {                  UserName = WebUtility.UrlDecode(m.Groups[""username""].Value);                  Password = WebUtility.UrlDecode(m.Groups[""password""].Value);              }              else              {                  UserName = WebUtility.UrlDecode(uri.UserInfo);              }              Host = uri.Host;              Port = uri.IsDefaultPort ? 25 : uri.Port;          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\Configuration\SmtpUri.cs,18,8,T:System.Uri,,,,,"public SmtpUri(Uri uri)          {              Secure = uri.Scheme.Equals(""smtps"", StringComparison.OrdinalIgnoreCase);              if (!Secure && !uri.Scheme.Equals(""smtp"", StringComparison.OrdinalIgnoreCase))              {                  throw new FormatException(""Invalid SMTP URL"");              }                var m = UserInfoParser.Match(uri.UserInfo);              if (m.Success)              {                  UserName = WebUtility.UrlDecode(m.Groups[""username""].Value);                  Password = WebUtility.UrlDecode(m.Groups[""password""].Value);              }              else              {                  UserName = WebUtility.UrlDecode(uri.UserInfo);              }              Host = uri.Host;              Port = uri.IsDefaultPort ? 25 : uri.Port;          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\OData\Serializers\V1FeedPackageAnnotationStrategy.cs,48,12,T:System.Uri,,,,,"entry.MediaResource = new ODataStreamReferenceValue              {                  ContentType = ContentType,                  ReadLink = BuildLinkForStreamProperty(""v1"", feedPackage.Id, feedPackage.Version, request)              };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\OData\Serializers\V1FeedPackageAnnotationStrategy.cs,48,12,T:System.Uri,,,,,"entry.MediaResource = new ODataStreamReferenceValue              {                  ContentType = ContentType,                  ReadLink = BuildLinkForStreamProperty(""v1"", feedPackage.Id, feedPackage.Version, request)              };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\OData\Serializers\V2FeedPackageAnnotationStrategy.cs,84,8,T:System.Uri,,,,,"private static Uri BuildIdLink(string id, string version, HttpRequestMessage request)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\OData\Serializers\V2FeedPackageAnnotationStrategy.cs,103,12,T:System.Uri,,,,,"return new Uri($""{request.RequestUri.Scheme}://{request.RequestUri.Host}{localPath}{packageIdentityQuery}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\OData\Serializers\V2FeedPackageAnnotationStrategy.cs,103,12,T:System.Uri,,,,,"return new Uri($""{request.RequestUri.Scheme}://{request.RequestUri.Host}{localPath}{packageIdentityQuery}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\OData\Serializers\V2FeedPackageAnnotationStrategy.cs,103,12,T:System.Uri,,,,,"return new Uri($""{request.RequestUri.Scheme}://{request.RequestUri.Host}{localPath}{packageIdentityQuery}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\OData\Serializers\V2FeedPackageAnnotationStrategy.cs,103,12,M:System.Uri.#ctor(System.String),,,,,"return new Uri($""{request.RequestUri.Scheme}://{request.RequestUri.Host}{localPath}{packageIdentityQuery}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\OData\Serializers\V2FeedPackageAnnotationStrategy.cs,87,12,T:System.Uri,,,,,"var localPath = request.RequestUri.LocalPath                  // Remove closing brackets from Packages collection                  .Replace(""/GetUpdates"", ""/Packages"")                  .Replace(""/FindPackagesById"", ""/Packages"")                  .Replace(""/Search"", ""/Packages"")                  .Replace(""/Packages()"", ""/Packages"")                  // Remove package identity query                  .Replace(packageIdentityQuery, string.Empty);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\OData\Serializers\V2FeedPackageAnnotationStrategy.cs,75,16,T:System.Uri,,,,,entry.EditLink = idLink;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\OData\Serializers\V2FeedPackageAnnotationStrategy.cs,73,12,T:System.Uri,,,,,if (entry.EditLink != null)              {                  entry.EditLink = idLink;              }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\NuGetGallery\NuGetGallery.csproj,File,src\NuGetGallery\OData\Serializers\V2FeedPackageAnnotationStrategy.cs,70,16,T:System.Uri,,,,,entry.ReadLink = idLink;
